,OG,conservation_score
0,OG6423_aa_aligned.fasta,0.5221335
1,OG7721_aa_aligned.fasta,0.5805015
2,OG2820_aa_aligned.fasta,0.4860855
3,OG1672_aa_aligned.fasta,0.4589255
4,OG2987_aa_aligned.fasta,0.48703
5,OG4121_aa_aligned.fasta,0.521042
6,OG3016_aa_aligned.fasta,0.713029
7,OG1908_aa_aligned.fasta,0.465485
8,OG7434_aa_aligned.fasta,0.469404
9,OG2239_aa_aligned.fasta,0.3963525
10,OG4447_aa_aligned.fasta,0.798193
11,OG4917_aa_aligned.fasta,0.441323
12,OG2689_aa_aligned.fasta,0.39833450000000004
13,OG1826_aa_aligned.fasta,0.281087
14,OG2032_aa_aligned.fasta,0.740573
15,OG7002_aa_aligned.fasta,0.50879
16,OG4518_aa_aligned.fasta,0.4870065
17,OG3255_aa_aligned.fasta,0.439089
18,OG230277_aa_aligned.fasta,0.842918
19,OG3840_aa_aligned.fasta,0.713296
20,OG69613_aa_aligned.fasta,0.845303
21,OG3120_aa_aligned.fasta,0.663745
22,OG2977_aa_aligned.fasta,0.584437
23,OG8199_aa_aligned.fasta,0.626394
24,OG97278_aa_aligned.fasta,0.8387665
25,OG2507_aa_aligned.fasta,0.499384
26,OG1241_aa_aligned.fasta,0.5202665
27,OG1860_aa_aligned.fasta,0.597167
28,OG4737_aa_aligned.fasta,0.4689525
29,OG6220_aa_aligned.fasta,0.42749250000000005
30,OG187256_aa_aligned.fasta,0.842209
31,OG2090_aa_aligned.fasta,0.581543
32,OG7045_aa_aligned.fasta,0.435598
33,OG2812_aa_aligned.fasta,0.509913
34,OG7661_aa_aligned.fasta,0.38497
35,OG2310_aa_aligned.fasta,0.384138
36,OG4269_aa_aligned.fasta,0.569214
37,OG3079_aa_aligned.fasta,0.460172
38,OG1261_aa_aligned.fasta,0.317249
39,OG167800_aa_aligned.fasta,0.83683
40,OG198340_aa_aligned.fasta,0.842675
41,OG7042_aa_aligned.fasta,0.45659
42,OG3282_aa_aligned.fasta,0.402796
43,OG17113_aa_aligned.fasta,0.762068
44,OG1645_aa_aligned.fasta,0.590675
45,OG2818_aa_aligned.fasta,0.53603
46,OG4523_aa_aligned.fasta,0.703541
47,OG3674_aa_aligned.fasta,0.649226
48,OG2638_aa_aligned.fasta,0.457641
49,OG5462_aa_aligned.fasta,0.42964
50,OG5633_aa_aligned.fasta,0.421291
51,OG1895_aa_aligned.fasta,0.6462865
52,OG6763_aa_aligned.fasta,0.41461950000000003
53,OG2865_aa_aligned.fasta,0.499354
54,OG9489_aa_aligned.fasta,0.699356
55,OG2391_aa_aligned.fasta,0.624418
56,OG2331_aa_aligned.fasta,0.46678949999999997
57,OG4122_aa_aligned.fasta,0.637481
58,OG6285_aa_aligned.fasta,0.5648705
59,OG3176_aa_aligned.fasta,0.623429
60,OG2467_aa_aligned.fasta,0.368257
61,OG5494_aa_aligned.fasta,0.598136
62,OG17672_aa_aligned.fasta,0.8106915
63,OG3703_aa_aligned.fasta,0.501012
64,OG2342_aa_aligned.fasta,0.566262
65,OG3475_aa_aligned.fasta,0.527784
66,OG4321_aa_aligned.fasta,0.48242050000000003
67,OG3184_aa_aligned.fasta,0.5512855
68,OG97735_aa_aligned.fasta,0.84089
69,OG1881_aa_aligned.fasta,0.7654650000000001
70,OG3573_aa_aligned.fasta,0.473368
71,OG1813_aa_aligned.fasta,0.756855
72,OG87793_aa_aligned.fasta,0.8442215
73,OG3234_aa_aligned.fasta,0.413635
74,OG5652_aa_aligned.fasta,0.409366
75,OG1958_aa_aligned.fasta,0.40323699999999996
76,OG4067_aa_aligned.fasta,0.6099684999999999
77,OG213586_aa_aligned.fasta,0.8388885
78,OG2637_aa_aligned.fasta,0.6506799999999999
79,OG19512_aa_aligned.fasta,0.789087
80,OG129111_aa_aligned.fasta,0.8399335
81,OG8248_aa_aligned.fasta,0.419096
82,OG3777_aa_aligned.fasta,0.391385
83,OG4445_aa_aligned.fasta,0.6058665
84,OG22593_aa_aligned.fasta,0.6767055
85,OG2397_aa_aligned.fasta,0.5819455
86,OG4906_aa_aligned.fasta,0.471889
87,OG2077_aa_aligned.fasta,0.51376
88,OG6930_aa_aligned.fasta,0.48
89,OG17118_aa_aligned.fasta,0.8024625
90,OG4939_aa_aligned.fasta,0.5132175
91,OG2532_aa_aligned.fasta,0.500116
92,OG2665_aa_aligned.fasta,0.60554
93,OG3600_aa_aligned.fasta,0.391881
94,OG2848_aa_aligned.fasta,0.705292
95,OG3795_aa_aligned.fasta,0.454677
96,OG7080_aa_aligned.fasta,0.463347
97,OG70006_aa_aligned.fasta,0.841502
98,OG2837_aa_aligned.fasta,0.752537
99,OG2145_aa_aligned.fasta,0.558039
100,OG228993_aa_aligned.fasta,0.846108
101,OG1457_aa_aligned.fasta,0.7477095
102,OG1139_aa_aligned.fasta,0.469764
103,OG3753_aa_aligned.fasta,0.421739
104,OG7672_aa_aligned.fasta,0.6525955
105,OG2677_aa_aligned.fasta,0.739113
106,OG8772_aa_aligned.fasta,0.48824999999999996
107,OG3014_aa_aligned.fasta,0.35616400000000004
108,OG2729_aa_aligned.fasta,0.515879
109,OG4112_aa_aligned.fasta,0.724823
110,OG3173_aa_aligned.fasta,0.353389
111,OG5546_aa_aligned.fasta,0.444831
112,OG2149_aa_aligned.fasta,0.6047575000000001
113,OG3154_aa_aligned.fasta,0.398494
114,OG3616_aa_aligned.fasta,0.553223
115,OG3897_aa_aligned.fasta,0.342994
116,OG2883_aa_aligned.fasta,0.439921
117,OG3800_aa_aligned.fasta,0.5357885
118,OG204852_aa_aligned.fasta,0.8419845
119,OG4652_aa_aligned.fasta,0.5255525000000001
120,OG31627_aa_aligned.fasta,0.8276495
121,OG3315_aa_aligned.fasta,0.410077
122,OG1289_aa_aligned.fasta,0.422698
123,OG231963_aa_aligned.fasta,0.849901
124,OG142206_aa_aligned.fasta,0.8387115
125,OG1127_aa_aligned.fasta,0.66058
126,OG3911_aa_aligned.fasta,0.490377
127,OG76670_aa_aligned.fasta,0.8472774999999999
128,OG2604_aa_aligned.fasta,0.354442
129,OG2477_aa_aligned.fasta,0.50395
130,OG3742_aa_aligned.fasta,0.39563550000000003
131,OG9982_aa_aligned.fasta,0.550453
132,OG4735_aa_aligned.fasta,0.40735
133,OG183709_aa_aligned.fasta,0.845386
134,OG2004_aa_aligned.fasta,0.677757
135,OG3497_aa_aligned.fasta,0.498162
136,OG4484_aa_aligned.fasta,0.518331
137,OG12227_aa_aligned.fasta,0.607108
138,OG4038_aa_aligned.fasta,0.479377
139,OG116026_aa_aligned.fasta,0.8434805
140,OG17163_aa_aligned.fasta,0.736389
141,OG5946_aa_aligned.fasta,0.46559799999999996
142,OG135332_aa_aligned.fasta,0.860648
143,OG17649_aa_aligned.fasta,0.717827
144,OG1572_aa_aligned.fasta,0.7173160000000001
145,OG4365_aa_aligned.fasta,0.461133
146,OG10862_aa_aligned.fasta,0.645826
147,OG2538_aa_aligned.fasta,0.4804445
148,OG4654_aa_aligned.fasta,0.390312
149,OG5247_aa_aligned.fasta,0.3649865
150,OG4483_aa_aligned.fasta,0.424211
151,OG4214_aa_aligned.fasta,0.5367795
152,OG1121_aa_aligned.fasta,0.725981
153,OG4294_aa_aligned.fasta,0.577727
154,OG3397_aa_aligned.fasta,0.430592
155,OG1780_aa_aligned.fasta,0.5042365
156,OG3581_aa_aligned.fasta,0.5546755
157,OG3990_aa_aligned.fasta,0.422776
158,OG43191_aa_aligned.fasta,0.753932
159,OG3891_aa_aligned.fasta,0.562424
160,OG4378_aa_aligned.fasta,0.439031
161,OG5315_aa_aligned.fasta,0.3978155
162,OG4504_aa_aligned.fasta,0.676042
163,OG2801_aa_aligned.fasta,0.462174
164,OG4108_aa_aligned.fasta,0.6457305
165,OG4694_aa_aligned.fasta,0.6364719999999999
166,OG2914_aa_aligned.fasta,0.4978445
167,OG3550_aa_aligned.fasta,0.361855
168,OG4479_aa_aligned.fasta,0.5784990000000001
169,OG1367_aa_aligned.fasta,0.48361299999999996
170,OG1122_aa_aligned.fasta,0.574005
171,OG157181_aa_aligned.fasta,0.8424735
172,OG1356_aa_aligned.fasta,0.5599485
173,OG13227_aa_aligned.fasta,0.63127
174,OG134552_aa_aligned.fasta,0.845999
175,OG2613_aa_aligned.fasta,0.7583595000000001
176,OG3476_aa_aligned.fasta,0.354596
177,OG1509_aa_aligned.fasta,0.6510290000000001
178,OG219537_aa_aligned.fasta,0.843453
179,OG1335_aa_aligned.fasta,0.6508050000000001
180,OG2151_aa_aligned.fasta,0.462639
181,OG5173_aa_aligned.fasta,0.451027
182,OG2795_aa_aligned.fasta,0.524412
183,OG1862_aa_aligned.fasta,0.6690375
184,OG6710_aa_aligned.fasta,0.401969
185,OG6813_aa_aligned.fasta,0.453286
186,OG1925_aa_aligned.fasta,0.522593
187,OG1682_aa_aligned.fasta,0.703253
188,OG4961_aa_aligned.fasta,0.5544454999999999
189,OG5599_aa_aligned.fasta,0.513297
190,OG3310_aa_aligned.fasta,0.5531435
191,OG31614_aa_aligned.fasta,0.7567619999999999
192,OG3630_aa_aligned.fasta,0.517255
193,OG5002_aa_aligned.fasta,0.56379
194,OG9780_aa_aligned.fasta,0.5600080000000001
195,OG5605_aa_aligned.fasta,0.523589
196,OG8269_aa_aligned.fasta,0.5806585
197,OG7606_aa_aligned.fasta,0.6943575
198,OG15706_aa_aligned.fasta,0.696158
199,OG4170_aa_aligned.fasta,0.67886
200,OG2636_aa_aligned.fasta,0.583408
201,OG2601_aa_aligned.fasta,0.505145
202,OG4415_aa_aligned.fasta,0.520244
203,OG5009_aa_aligned.fasta,0.464343
204,OG6653_aa_aligned.fasta,0.4451975
205,OG1236_aa_aligned.fasta,0.499213
206,OG4172_aa_aligned.fasta,0.4128755
207,OG3701_aa_aligned.fasta,0.4848875
208,OG166225_aa_aligned.fasta,0.843708
209,OG3277_aa_aligned.fasta,0.5722175
210,OG2425_aa_aligned.fasta,0.737468
211,OG11677_aa_aligned.fasta,0.6652415
212,OG1522_aa_aligned.fasta,0.5472115
213,OG3356_aa_aligned.fasta,0.670797
214,OG4988_aa_aligned.fasta,0.42474100000000004
215,OG11832_aa_aligned.fasta,0.497974
216,OG1318_aa_aligned.fasta,0.5452885000000001
217,OG3579_aa_aligned.fasta,0.517103
218,OG4116_aa_aligned.fasta,0.583217
219,OG2158_aa_aligned.fasta,0.6403025
220,OG1148_aa_aligned.fasta,0.4398165
221,OG3342_aa_aligned.fasta,0.37647200000000003
222,OG21788_aa_aligned.fasta,0.636056
223,OG4886_aa_aligned.fasta,0.392283
224,OG163675_aa_aligned.fasta,0.844309
225,OG4978_aa_aligned.fasta,0.3455625
226,OG1877_aa_aligned.fasta,0.550433
227,OG70127_aa_aligned.fasta,0.842626
228,OG4197_aa_aligned.fasta,0.5970424999999999
229,OG4325_aa_aligned.fasta,0.753904
230,OG3522_aa_aligned.fasta,0.554513
231,OG187421_aa_aligned.fasta,0.841062
232,OG5149_aa_aligned.fasta,0.6101935
233,OG7175_aa_aligned.fasta,0.5033354999999999
234,OG5360_aa_aligned.fasta,0.533627
235,OG4313_aa_aligned.fasta,0.4080665
236,OG1823_aa_aligned.fasta,0.6697775
237,OG78917_aa_aligned.fasta,0.840855
238,OG6542_aa_aligned.fasta,0.405468
239,OG13094_aa_aligned.fasta,0.647495
240,OG2488_aa_aligned.fasta,0.6112815
241,OG2028_aa_aligned.fasta,0.7195575000000001
242,OG6838_aa_aligned.fasta,0.4902125
243,OG1665_aa_aligned.fasta,0.64675
244,OG6319_aa_aligned.fasta,0.398975
245,OG1786_aa_aligned.fasta,0.7268
246,OG15735_aa_aligned.fasta,0.6979204999999999
247,OG5441_aa_aligned.fasta,0.535346
248,OG186865_aa_aligned.fasta,0.8362445000000001
249,OG1070_aa_aligned.fasta,0.67882
250,OG1270_aa_aligned.fasta,0.501488
251,OG3057_aa_aligned.fasta,0.499934
252,OG76037_aa_aligned.fasta,0.8464785
253,OG2857_aa_aligned.fasta,0.613591
254,OG1707_aa_aligned.fasta,0.614258
255,OG189969_aa_aligned.fasta,0.8426345
256,OG9781_aa_aligned.fasta,0.549823
257,OG10914_aa_aligned.fasta,0.680323
258,OG100584_aa_aligned.fasta,0.845164
259,OG6806_aa_aligned.fasta,0.449449
260,OG13708_aa_aligned.fasta,0.5617570000000001
261,OG4614_aa_aligned.fasta,0.680637
262,OG65587_aa_aligned.fasta,0.8411885
263,OG1718_aa_aligned.fasta,0.5227459999999999
264,OG1331_aa_aligned.fasta,0.681526
265,OG17096_aa_aligned.fasta,0.769443
266,OG1687_aa_aligned.fasta,0.648212
267,OG4417_aa_aligned.fasta,0.488513
268,OG2751_aa_aligned.fasta,0.704088
269,OG3530_aa_aligned.fasta,0.45297350000000003
270,OG5610_aa_aligned.fasta,0.314537
271,OG2778_aa_aligned.fasta,0.61406
272,OG2184_aa_aligned.fasta,0.650296
273,OG1124_aa_aligned.fasta,0.301311
274,OG7808_aa_aligned.fasta,0.5827865000000001
275,OG1479_aa_aligned.fasta,0.5981835
276,OG4060_aa_aligned.fasta,0.41060450000000004
277,OG1749_aa_aligned.fasta,0.782927
278,OG3269_aa_aligned.fasta,0.504282
279,OG3574_aa_aligned.fasta,0.580478
280,OG2866_aa_aligned.fasta,0.5116185
281,OG2868_aa_aligned.fasta,0.591482
282,OG5439_aa_aligned.fasta,0.501644
283,OG1168_aa_aligned.fasta,0.563867
284,OG6727_aa_aligned.fasta,0.44461
285,OG4629_aa_aligned.fasta,0.615734
286,OG208549_aa_aligned.fasta,0.845074
287,OG19530_aa_aligned.fasta,0.795265
288,OG83090_aa_aligned.fasta,0.847439
289,OG88910_aa_aligned.fasta,0.8424605000000001
290,OG2308_aa_aligned.fasta,0.6804034999999999
291,OG43194_aa_aligned.fasta,0.806486
292,OG7257_aa_aligned.fasta,0.509529
293,OG5227_aa_aligned.fasta,0.6297485
294,OG1725_aa_aligned.fasta,0.638429
295,OG4481_aa_aligned.fasta,0.5099929999999999
296,OG6858_aa_aligned.fasta,0.571768
297,OG6161_aa_aligned.fasta,0.476546
298,OG4327_aa_aligned.fasta,0.377195
299,OG9137_aa_aligned.fasta,0.435747
300,OG1062_aa_aligned.fasta,0.630154
