,OG,conservation_score
0,OG6423_aa_aligned.fasta,0.5221335
1,OG7721_aa_aligned.fasta,0.5805015
2,OG2820_aa_aligned.fasta,0.4860855
3,OG23792_aa_aligned.fasta,0.748346
4,OG1672_aa_aligned.fasta,0.4589255
5,OG20406_aa_aligned.fasta,0.740519
6,OG2987_aa_aligned.fasta,0.48703
7,OG44780_aa_aligned.fasta,0.838705
8,OG20377_aa_aligned.fasta,0.7007325
9,OG5864_aa_aligned.fasta,0.4519755
10,OG21752_aa_aligned.fasta,0.6871685000000001
11,OG64153_aa_aligned.fasta,0.845732
12,OG16528_aa_aligned.fasta,0.8169504999999999
13,OG4121_aa_aligned.fasta,0.521042
14,OG5797_aa_aligned.fasta,0.480795
15,OG3016_aa_aligned.fasta,0.713029
16,OG3867_aa_aligned.fasta,0.48780650000000003
17,OG1908_aa_aligned.fasta,0.465485
18,OG7434_aa_aligned.fasta,0.469404
19,OG55252_aa_aligned.fasta,0.8129035
20,OG2239_aa_aligned.fasta,0.3963525
21,OG20329_aa_aligned.fasta,0.7494965
22,OG4447_aa_aligned.fasta,0.798193
23,OG4917_aa_aligned.fasta,0.441323
24,OG2689_aa_aligned.fasta,0.39833450000000004
25,OG1826_aa_aligned.fasta,0.281087
26,OG104536_aa_aligned.fasta,0.8234250000000001
27,OG9842_aa_aligned.fasta,0.618573
28,OG2032_aa_aligned.fasta,0.740573
29,OG7002_aa_aligned.fasta,0.50879
30,OG221669_aa_aligned.fasta,0.83866
31,OG4518_aa_aligned.fasta,0.4870065
32,OG23725_aa_aligned.fasta,0.780397
33,OG3255_aa_aligned.fasta,0.439089
34,OG230277_aa_aligned.fasta,0.842918
35,OG3840_aa_aligned.fasta,0.713296
36,OG44831_aa_aligned.fasta,0.832625
37,OG69613_aa_aligned.fasta,0.845303
38,OG3120_aa_aligned.fasta,0.663745
39,OG65880_aa_aligned.fasta,0.84992
40,OG2977_aa_aligned.fasta,0.584437
41,OG27259_aa_aligned.fasta,0.7487535
42,OG182840_aa_aligned.fasta,0.854976
43,OG8199_aa_aligned.fasta,0.626394
44,OG97278_aa_aligned.fasta,0.8387665
45,OG14690_aa_aligned.fasta,0.671288
46,OG6338_aa_aligned.fasta,
47,OG115053_aa_aligned.fasta,0.841417
48,OG20264_aa_aligned.fasta,0.787095
49,OG11411_aa_aligned.fasta,0.6728795
50,OG44921_aa_aligned.fasta,0.819525
51,OG2507_aa_aligned.fasta,0.499384
52,OG171696_aa_aligned.fasta,0.845101
53,OG20334_aa_aligned.fasta,0.6694645
54,OG1241_aa_aligned.fasta,0.5202665
55,OG1860_aa_aligned.fasta,0.597167
56,OG4737_aa_aligned.fasta,0.4689525
57,OG20294_aa_aligned.fasta,0.752822
58,OG6220_aa_aligned.fasta,0.42749250000000005
59,OG90707_aa_aligned.fasta,0.841021
60,OG32706_aa_aligned.fasta,0.757645
61,OG44803_aa_aligned.fasta,0.8194625
62,OG187256_aa_aligned.fasta,0.842209
63,OG2090_aa_aligned.fasta,0.581543
64,OG5319_aa_aligned.fasta,0.4986155
65,OG6433_aa_aligned.fasta,0.540003
66,OG7045_aa_aligned.fasta,0.435598
67,OG111958_aa_aligned.fasta,0.836525
68,OG32299_aa_aligned.fasta,0.781158
69,OG23639_aa_aligned.fasta,0.761999
70,OG2812_aa_aligned.fasta,0.509913
71,OG7661_aa_aligned.fasta,0.38497
72,OG2310_aa_aligned.fasta,0.384138
73,OG26451_aa_aligned.fasta,0.739089
74,OG4269_aa_aligned.fasta,0.569214
75,OG3079_aa_aligned.fasta,0.460172
76,OG1261_aa_aligned.fasta,0.317249
77,OG167800_aa_aligned.fasta,0.83683
78,OG198340_aa_aligned.fasta,0.842675
79,OG7042_aa_aligned.fasta,0.45659
80,OG57366_aa_aligned.fasta,0.8283245
81,OG30345_aa_aligned.fasta,0.773071
82,OG6259_aa_aligned.fasta,0.409505
83,OG3282_aa_aligned.fasta,0.402796
84,OG20360_aa_aligned.fasta,0.7620849999999999
85,OG17113_aa_aligned.fasta,0.762068
86,OG1645_aa_aligned.fasta,0.590675
87,OG2818_aa_aligned.fasta,0.53603
88,OG4523_aa_aligned.fasta,0.703541
89,OG3674_aa_aligned.fasta,0.649226
90,OG2638_aa_aligned.fasta,0.457641
91,OG10071_aa_aligned.fasta,0.62479
92,OG5462_aa_aligned.fasta,0.42964
93,OG7625_aa_aligned.fasta,0.440276
94,OG21864_aa_aligned.fasta,0.681824
95,OG45720_aa_aligned.fasta,0.819393
96,OG5633_aa_aligned.fasta,0.421291
97,OG1895_aa_aligned.fasta,0.6462865
98,OG6763_aa_aligned.fasta,0.41461950000000003
99,OG2865_aa_aligned.fasta,0.499354
100,OG9489_aa_aligned.fasta,0.699356
101,OG2391_aa_aligned.fasta,0.624418
102,OG2331_aa_aligned.fasta,0.46678949999999997
103,OG7351_aa_aligned.fasta,0.3010585
104,OG4122_aa_aligned.fasta,0.637481
105,OG6285_aa_aligned.fasta,0.5648705
106,OG3176_aa_aligned.fasta,0.623429
107,OG2467_aa_aligned.fasta,0.368257
108,OG18056_aa_aligned.fasta,0.5529470000000001
109,OG5494_aa_aligned.fasta,0.598136
110,OG17672_aa_aligned.fasta,0.8106915
111,OG3703_aa_aligned.fasta,0.501012
112,OG11984_aa_aligned.fasta,0.613737
113,OG2342_aa_aligned.fasta,0.566262
114,OG33551_aa_aligned.fasta,0.7884915
115,OG17981_aa_aligned.fasta,0.7020615
116,OG3475_aa_aligned.fasta,0.527784
117,OG4321_aa_aligned.fasta,0.48242050000000003
118,OG3184_aa_aligned.fasta,0.5512855
119,OG18768_aa_aligned.fasta,0.779985
120,OG97735_aa_aligned.fasta,0.84089
121,OG1881_aa_aligned.fasta,0.7654650000000001
122,OG3573_aa_aligned.fasta,0.473368
123,OG55201_aa_aligned.fasta,0.8064595
124,OG1813_aa_aligned.fasta,0.756855
125,OG44870_aa_aligned.fasta,0.808621
126,OG87793_aa_aligned.fasta,0.8442215
127,OG3234_aa_aligned.fasta,0.413635
128,OG85350_aa_aligned.fasta,0.853789
129,OG5652_aa_aligned.fasta,0.409366
130,OG57280_aa_aligned.fasta,0.798856
131,OG194479_aa_aligned.fasta,0.8770155
132,OG1958_aa_aligned.fasta,0.40323699999999996
133,OG4067_aa_aligned.fasta,0.6099684999999999
134,OG22942_aa_aligned.fasta,0.7174024999999999
135,OG15054_aa_aligned.fasta,0.594416
136,OG81339_aa_aligned.fasta,0.841602
137,OG44878_aa_aligned.fasta,0.843512
138,OG213586_aa_aligned.fasta,0.8388885
139,OG8334_aa_aligned.fasta,0.490057
140,OG2637_aa_aligned.fasta,0.6506799999999999
141,OG197996_aa_aligned.fasta,0.8498525
142,OG19512_aa_aligned.fasta,0.789087
143,OG129111_aa_aligned.fasta,0.8399335
144,OG8248_aa_aligned.fasta,0.419096
145,OG27507_aa_aligned.fasta,0.751612
146,OG3777_aa_aligned.fasta,0.391385
147,OG4445_aa_aligned.fasta,0.6058665
148,OG22593_aa_aligned.fasta,0.6767055
149,OG2397_aa_aligned.fasta,0.5819455
150,OG18723_aa_aligned.fasta,0.728261
151,OG16218_aa_aligned.fasta,0.63075
152,OG32721_aa_aligned.fasta,0.7493155
153,OG4906_aa_aligned.fasta,0.471889
154,OG9502_aa_aligned.fasta,0.5680590000000001
155,OG7985_aa_aligned.fasta,0.508609
156,OG43211_aa_aligned.fasta,0.7945205
157,OG2077_aa_aligned.fasta,0.51376
158,OG6930_aa_aligned.fasta,0.48
159,OG6103_aa_aligned.fasta,0.385978
160,OG17118_aa_aligned.fasta,0.8024625
161,OG4939_aa_aligned.fasta,0.5132175
162,OG41576_aa_aligned.fasta,0.83365
163,OG3280_aa_aligned.fasta,0.3627575
164,OG2532_aa_aligned.fasta,0.500116
165,OG2665_aa_aligned.fasta,0.60554
166,OG3600_aa_aligned.fasta,0.391881
167,OG27528_aa_aligned.fasta,0.736731
168,OG6021_aa_aligned.fasta,0.6338524999999999
169,OG2848_aa_aligned.fasta,0.705292
170,OG44881_aa_aligned.fasta,0.833764
171,OG3795_aa_aligned.fasta,0.454677
172,OG7080_aa_aligned.fasta,0.463347
173,OG46656_aa_aligned.fasta,0.8304695
174,OG227827_aa_aligned.fasta,0.841388
175,OG70006_aa_aligned.fasta,0.841502
176,OG5791_aa_aligned.fasta,0.562017
177,OG2837_aa_aligned.fasta,0.752537
178,OG2145_aa_aligned.fasta,0.558039
179,OG228993_aa_aligned.fasta,0.846108
180,OG1457_aa_aligned.fasta,0.7477095
181,OG29440_aa_aligned.fasta,0.740959
182,OG27043_aa_aligned.fasta,0.734948
183,OG1139_aa_aligned.fasta,0.469764
184,OG170468_aa_aligned.fasta,0.8355710000000001
185,OG3753_aa_aligned.fasta,0.421739
186,OG5749_aa_aligned.fasta,0.588085
187,OG18080_aa_aligned.fasta,0.731401
188,OG28717_aa_aligned.fasta,0.7129225
189,OG7672_aa_aligned.fasta,0.6525955
190,OG2677_aa_aligned.fasta,0.739113
191,OG8772_aa_aligned.fasta,0.48824999999999996
192,OG3014_aa_aligned.fasta,0.35616400000000004
193,OG2729_aa_aligned.fasta,0.515879
194,OG19190_aa_aligned.fasta,0.773861
195,OG6289_aa_aligned.fasta,0.45908150000000003
196,OG4112_aa_aligned.fasta,0.724823
197,OG28708_aa_aligned.fasta,0.746149
198,OG3173_aa_aligned.fasta,0.353389
199,OG4736_aa_aligned.fasta,0.393964
200,OG212664_aa_aligned.fasta,0.853184
201,OG5546_aa_aligned.fasta,0.444831
202,OG2149_aa_aligned.fasta,0.6047575000000001
203,OG3154_aa_aligned.fasta,0.398494
204,OG3616_aa_aligned.fasta,0.553223
205,OG19194_aa_aligned.fasta,0.738004
206,OG55251_aa_aligned.fasta,0.772104
207,OG10085_aa_aligned.fasta,0.667548
208,OG3897_aa_aligned.fasta,0.342994
209,OG2883_aa_aligned.fasta,0.439921
210,OG5259_aa_aligned.fasta,0.4047195
211,OG44920_aa_aligned.fasta,0.8305290000000001
212,OG3800_aa_aligned.fasta,0.5357885
213,OG16175_aa_aligned.fasta,0.7188005
214,OG204852_aa_aligned.fasta,0.8419845
215,OG4652_aa_aligned.fasta,0.5255525000000001
216,OG31627_aa_aligned.fasta,0.8276495
217,OG3315_aa_aligned.fasta,0.410077
218,OG1289_aa_aligned.fasta,0.422698
219,OG231963_aa_aligned.fasta,0.849901
220,OG142206_aa_aligned.fasta,0.8387115
221,OG1127_aa_aligned.fasta,0.66058
222,OG3911_aa_aligned.fasta,0.490377
223,OG76670_aa_aligned.fasta,0.8472774999999999
224,OG2604_aa_aligned.fasta,0.354442
225,OG2477_aa_aligned.fasta,0.50395
226,OG110853_aa_aligned.fasta,0.841218
227,OG3742_aa_aligned.fasta,0.39563550000000003
228,OG9982_aa_aligned.fasta,0.550453
229,OG4735_aa_aligned.fasta,0.40735
230,OG26438_aa_aligned.fasta,0.738793
231,OG32722_aa_aligned.fasta,0.8162105
232,OG39810_aa_aligned.fasta,0.806278
233,OG183709_aa_aligned.fasta,0.845386
234,OG2004_aa_aligned.fasta,0.677757
235,OG27021_aa_aligned.fasta,0.7504815
236,OG11208_aa_aligned.fasta,0.778046
237,OG6867_aa_aligned.fasta,0.446631
238,OG20314_aa_aligned.fasta,0.769656
239,OG3497_aa_aligned.fasta,0.498162
240,OG4484_aa_aligned.fasta,0.518331
241,OG12227_aa_aligned.fasta,0.607108
242,OG4038_aa_aligned.fasta,0.479377
243,OG116026_aa_aligned.fasta,0.8434805
244,OG6267_aa_aligned.fasta,0.5046744999999999
245,OG17163_aa_aligned.fasta,0.736389
246,OG5946_aa_aligned.fasta,0.46559799999999996
247,OG135332_aa_aligned.fasta,0.860648
248,OG17649_aa_aligned.fasta,0.717827
249,OG183799_aa_aligned.fasta,0.841817
250,OG1572_aa_aligned.fasta,0.7173160000000001
251,OG55326_aa_aligned.fasta,0.835043
252,OG20270_aa_aligned.fasta,0.761118
253,OG4365_aa_aligned.fasta,0.461133
254,OG7567_aa_aligned.fasta,0.426142
255,OG10862_aa_aligned.fasta,0.645826
256,OG27603_aa_aligned.fasta,0.800008
257,OG28647_aa_aligned.fasta,0.762896
258,OG2538_aa_aligned.fasta,0.4804445
259,OG4654_aa_aligned.fasta,0.390312
260,OG5247_aa_aligned.fasta,0.3649865
261,OG4483_aa_aligned.fasta,0.424211
262,OG4214_aa_aligned.fasta,0.5367795
263,OG12700_aa_aligned.fasta,0.581767
264,OG6033_aa_aligned.fasta,0.571643
265,OG1121_aa_aligned.fasta,0.725981
266,OG4294_aa_aligned.fasta,0.577727
267,OG3397_aa_aligned.fasta,0.430592
268,OG27132_aa_aligned.fasta,0.778544
269,OG1780_aa_aligned.fasta,0.5042365
270,OG3581_aa_aligned.fasta,0.5546755
271,OG20361_aa_aligned.fasta,0.750036
272,OG77803_aa_aligned.fasta,0.8336315000000001
273,OG3990_aa_aligned.fasta,0.422776
274,OG196154_aa_aligned.fasta,0.8460135
275,OG165582_aa_aligned.fasta,0.845164
276,OG43191_aa_aligned.fasta,0.753932
277,OG3891_aa_aligned.fasta,0.562424
278,OG4378_aa_aligned.fasta,0.439031
279,OG6081_aa_aligned.fasta,0.4917195
280,OG6322_aa_aligned.fasta,0.5443215
281,OG44926_aa_aligned.fasta,0.8285045
282,OG5315_aa_aligned.fasta,0.3978155
283,OG4504_aa_aligned.fasta,0.676042
284,OG2801_aa_aligned.fasta,0.462174
285,OG28621_aa_aligned.fasta,0.756893
286,OG23477_aa_aligned.fasta,0.78132
287,OG4108_aa_aligned.fasta,0.6457305
288,OG100374_aa_aligned.fasta,0.8428935
289,OG4694_aa_aligned.fasta,0.6364719999999999
290,OG2914_aa_aligned.fasta,0.4978445
291,OG3550_aa_aligned.fasta,0.361855
292,OG23734_aa_aligned.fasta,0.816052
293,OG7482_aa_aligned.fasta,0.411387
294,OG4479_aa_aligned.fasta,0.5784990000000001
295,OG1367_aa_aligned.fasta,0.48361299999999996
296,OG1122_aa_aligned.fasta,0.574005
297,OG33529_aa_aligned.fasta,0.8246964999999999
298,OG157181_aa_aligned.fasta,0.8424735
299,OG23804_aa_aligned.fasta,0.7699545
300,OG26490_aa_aligned.fasta,0.757517
301,OG7810_aa_aligned.fasta,0.411025
